id,start_pos,end_pos,type,alias,wb_id,score
15,828,848,PER,Piero Strozzi >> en,Q1346257,-0.1086471825838089
15,1058,1062,LOC,Rome >> en,Q220,-0.2606933116912842
15,1429,1440,PER,Dead Christ >> en,Q27795958,-0.8519495725631714
15,1434,1440,PER,Jesus >> en,Q302,0.06094413995742798
15,1474,1494,LOC,Santa Maria del Popolo >> en,Q869513,-0.5000479221343994
15,1540,1560,LOC,San Luigi dei Francesi >> en,Q638283,-2.13610577583313
15,1550,1560,PER,San Luigi dei Francesi >> en,Q638283,-1.6959455013275146
15,1564,1572,LOC,San Luigi dei Francesi >> en,Q638283,-1.3789688348770142
15,1607,1612,PER,Saint >> en,Q43115,-0.18872560560703278
15,1751,1789,ORG,Florentine painting >> en,Q3357314,-2.4191009998321533
15,1816,1822,PER,Jesus >> en,Q302,0.05672311782836914
15,1843,1848,MISC,Christian cross >> en,Q392371,-0.25878840684890747
15,1859,1866,PER,Theft >> en,Q2727213,-0.6660284399986267
15,1899,1906,PER,Madonna (art) >> en,Q926743,-0.32070600986480713
15,2052,2056,LOC,Rome >> en,Q220,-0.26873695850372314
15,2383,2387,LOC,Rome >> en,Q220,-0.28264960646629333
15,2437,2458,PER,Colonna family >> en,Q327202,-1.3432509899139404
15,2571,2587,PER,Jacopo del Conte >> en,Q2538308,-0.12472178041934967
16,804,849,PER,Giovanni dal Ponte >> en,Q2749321,-1.771099328994751
16,816,837,LOC,Santo Stefano al Ponte >> en,Q3674332,-1.816208004951477
16,841,849,LOC,Florence >> en,Q2044,-0.17723262310028076
16,1171,1192,PER,Buonamico Buffalmacco >> en,Q972487,0.1603996902704239
16,1373,1384,PER,Buonamico Buffalmacco >> en,Q972487,0.1299700289964676
16,1417,1437,LOC,"San Lorenzo, Florence >> en",Q573881,-1.543391227722168
16,1427,1437,PER,"San Lorenzo, Florence >> en",Q573881,-0.40201708674430847
16,1446,1461,LOC,Pieve >> en,Q1464870,-1.4400513172149658
16,1520,1525,PER,Saint >> en,Q43115,-0.21888571977615356
16,1575,1581,LOC,Arezzo >> en,Q13378,-0.15198032557964325
16,1688,1710,MISC,Assumption of Mary >> en,Q162691,-0.02677154541015625
16,1702,1710,PER,"Mary, mother of Jesus >> en",Q345,-0.3692331910133362
16,1726,1738,LOC,"San Francesco, Arezzo >> en",Q1677980,-0.8744752407073975
16,1847,1867,LOC,"Sant'Onofrio, Rome >> en",Q1627320,-1.4573204517364502
16,1875,1880,LOC,Pieve >> en,Q1464870,-0.23936523497104645
16,1895,1905,PER,Basilica of Sant'Antonio >> en,Q810139,-1.9131622314453125
16,1985,1996,LOC,Santa Giustina >> en,Q41023,-0.49258047342300415
16,2004,2013,LOC,"San Matteo, Genoa >> en",Q3671154,-2.2093541622161865
16,2054,2065,PER,"Cosimo I de' Medici, Grand Duke of Tuscany >> en",Q48547,-0.3896103501319885
16,2239,2250,LOC,Santa Giustina >> en,Q41023,-0.5870986580848694
16,2319,2331,PER,Appius Caecus >> en,Q297783,-0.09756529331207275
16,2489,2498,PER,Duke of Ferrara and of Modena >> en,Q1532877,-0.5729482769966125
16,2500,2508,PER,Giovanni dal Ponte >> en,Q2749321,-0.13195651769638062
16,2529,2537,LOC,Florence >> en,Q2044,-0.1763557344675064
16,2612,2630,LOC,Ponte Santa Trinita >> en,Q545578,-1.0765495300292969
16,2723,2738,PER,San Michele a Ripa >> en,Q3685181,-1.4309343099594116
16,3007,3025,PER,Giovanni dal Ponte >> en,Q2749321,-0.12470576167106628
16,3030,3034,LOC,Pisa >> en,Q13375,-0.1334761679172516
16,3134,3156,LOC,San Paolo a Ripa d'Arno >> en,Q1423910,-0.3692629039287567
16,3150,3156,LOC,Arno >> en,Q115457,-1.2138011455535889
17,0,8,PER,Giovanni da Cascia >> en,Q3768420,-1.3523476123809814
17,26,45,LOC,"Santa Trinita, Florence >> en",Q1062114,-0.9039477705955505
17,40,45,ORG,Scali >> en,Q7802,-1.1564334630966187
17,49,59,LOC,Santa Trinita >> en,Q1062114,-0.5989464521408081
17,63,71,LOC,Florence >> en,Q2044,-0.16875091195106506
17,131,138,PER,Paul the Apostle >> en,Q9200,-0.156011164188385
17,197,210,PER,Paolo da Firenze >> en,Q514391,-2.3358635902404785
17,231,258,LOC,Ponte Vecchio >> en,Q208633,-2.1619696617126465
17,350,358,LOC,Florence >> en,Q2044,-0.18534797430038452
18,166,182,PER,Andrea del Sarto >> en,Q5571,-0.10501623153686523
18,338,344,PER,Andrea del Sarto >> en,Q5571,-0.1251540631055832
18,1363,1369,PER,Andrea del Sarto >> en,Q5571,-0.17600420117378235
18,1382,1390,LOC,Florence >> en,Q2044,-0.16159427165985107
18,1481,1497,PER,Andrea del Sarto >> en,Q5571,-0.10563616454601288
19,35,55,LOC,Santa Maria dei Servi >> en,Q1021897,-0.1930927038192749
19,50,55,ORG,Maurus Servius Honoratus >> en,Q355350,-1.005638599395752
19,108,141,PER,Marianus of Florence >> en,Q16201320,-3.7289493083953857
19,124,141,LOC,Cantus firmus >> en,Q938118,-1.1671481132507324
19,199,205,PER,Andrea del Sarto >> en,Q5571,-1.1706926822662354
19,721,740,PER,Alesso Baldovinetti >> en,Q472073,-0.14987634122371674
19,755,773,MISC,Nativity of Jesus >> en,Q51628,-0.25259023904800415
19,767,773,PER,Jesus >> en,Q302,0.022580206394195557
19,787,808,LOC,Santa Maria dei Servi >> en,Q1021897,-0.7902124524116516
19,803,808,ORG,Maurus Servius Honoratus >> en,Q355350,-0.7880169749259949
19,835,847,MISC,Annunciation >> en,Q154326,-0.2025478184223175
19,904,919,PER,Cosimo Rosselli >> en,Q29447,-0.15440216660499573
19,941,951,PER,Philip the Apostle >> en,Q43675,-0.4637424945831299
19,973,986,ORG,Servite Order >> en,Q615923,-0.13507351279258728
19,1012,1018,PER,Cosimo Rosselli >> en,Q29447,-0.25244176387786865
19,1237,1243,PER,Andrea del Sarto >> en,Q5571,-1.193673849105835
19,1248,1260,PER,Franciabigio >> en,Q537712,-0.16478782892227173
19,1504,1510,PER,Andrea del Sarto >> en,Q5571,-1.165252447128296
19,1930,1942,PER,Franciabigio >> en,Q537712,-0.14981244504451752
19,2084,2090,PER,Andrea del Sarto >> en,Q5571,-1.353845477104187
19,2197,2209,PER,Franciabigio >> en,Q537712,-0.18336962163448334
19,2522,2532,PER,Saint Philip >> en,Q3945117,-0.48825809359550476
19,2620,2626,PER,Andrea del Sarto >> en,Q5571,-0.844567060470581
20,523,540,PER,Galasso Galassi >> en,Q2168697,-0.8064166307449341
20,554,584,PER,Sansepolcro >> en,Q52098,-0.332758367061615
20,564,584,LOC,Sansepolcro >> en,Q52098,-0.04167650640010834
20,609,616,LOC,Ferrara >> en,Q13362,-0.21645718812942505
20,681,688,LOC,Ferrara >> en,Q13362,-0.20776167511940002
20,740,747,PER,Piero della Francesca >> en,Q5822,-0.9024801254272461
20,850,857,PER,Ferrara >> en,Q13362,-0.19440753757953644
20,944,950,LOC,Venice >> en,Q641,-0.17301295697689056
20,1153,1160,LOC,Ferrara >> en,Q13362,-0.2112428843975067
20,1183,1190,LOC,Bologna >> en,Q1891,-0.17970840632915497
20,1227,1243,ORG,Dominican Order >> en,Q131479,-0.14037522673606873
20,1275,1286,LOC,"San Domenico, Bologna >> en",Q862602,0.37031352519989014
20,1390,1408,LOC,Santa Maria del Monte >> en,Q2820721,-2.1922495365142822
20,1424,1436,ORG,Dominican Order >> en,Q131479,-0.34621158242225647
20,1445,1452,LOC,Bologna >> en,Q1891,-0.18092985451221466
20,1465,1484,LOC,Porta San Mamolo >> it,Q3908797,-2.9552271366119385
20,1514,1527,LOC,"San Francesco, Ferrara >> en",Q3670047,-2.129498243331909
20,1642,1655,MISC,Old Testament >> en,Q19786,-0.1685064136981964
21,26,31,PER,Cosmè >> it,Q1136046,-0.9631405472755432
21,41,48,LOC,Ferrara >> en,Q13362,-0.1839488297700882
21,104,115,LOC,Basilica of San Domenico >> en,Q862602,-0.9956963062286377
21,184,189,LOC,Ferrara Cathedral >> en,Q671933,-0.35227885842323303
22,1088,1108,PER,Antonio da Sangallo the Elder >> en,Q456861,-0.5335948467254639
22,1182,1189,PER,Antonio Picconi >> it,Q3620038,-1.7454911470413208
22,1212,1242,PER,Mugello >> en,Q283034,-3.051712989807129
22,1235,1242,LOC,Mugello >> en,Q283034,-0.15688352286815643
22,1346,1367,PER,Giuliano da Sangallo >> en,Q312365,0.3849993944168091
22,1384,1388,LOC,Rome >> en,Q220,-0.21421395242214203
22,1417,1424,PER,Antonio da Sangallo the Younger >> en,Q357276,-1.3052490949630737
22,1442,1450,LOC,Florence >> en,Q2044,-0.19094201922416687
22,1681,1686,LOC,Italy >> en,Q38,-0.21911397576332092
22,1776,1784,PER,Giuliano da San Gallo >> en,Q312365,0.13920187950134277
22,1856,1864,LOC,Florence >> en,Q2044,-0.1799161434173584
22,1870,1877,PER,Antonio da Sangallo the Younger >> en,Q357276,-1.4998176097869873
22,1916,1942,PER,Bramante >> en,Q7793,-0.17709535360336304
22,1928,1942,LOC,Urbania >> en,Q190134,-0.2064843475818634
23,16,28,PER,Pope Paul II >> en,Q102605,-0.18286970257759094
23,34,65,LOC,Basilica della Santa Casa >> en,Q654996,-0.28986701369285583
23,59,65,LOC,Basilica della Santa Casa >> en,Q654996,-0.2918943762779236
23,270,288,PER,Giuliano da Maiano >> en,Q716519,0.11935900151729584
23,356,365,PER,Pope Sixtus IV >> en,Q163514,-0.23408451676368713
23,430,437,PER,Pope Clement I >> en,Q42887,-0.4947865903377533
23,720,727,PER,Antonio del Massaro >> en,Q2857518,-1.6963000297546387
23,749,761,PER,Pope Clement I >> en,Q42887,-0.8717078566551208
23,823,829,LOC,Basilica della Santa Casa >> en,Q654996,-0.3512885868549347
23,1687,1694,PER,Antonio del Massaro >> en,Q2857518,-1.6262364387512207
23,2151,2158,MISC,Fortuna >> en,Q4654,-0.28172382712364197
23,2187,2194,PER,Antonio del Massaro >> en,Q2857518,-1.7031383514404297
24,499,503,MISC,Time >> en,Q11471,-0.2508338689804077
24,800,822,PER,Giovanni Giocondo >> en,Q5585,0.05547434091567993
24,1093,1099,LOC,Verona >> en,Q2028,-0.23073121905326843
24,1465,1477,PER,Giovanni Giocondo >> en,Q5585,-0.10136322677135468
24,1518,1528,PER,Saint Dominic >> en,Q44091,-0.24429379403591156
24,1552,1564,PER,Giovanni Giocondo >> en,Q5585,-0.06993630528450012
24,1570,1591,PER,Giovanni Giocondo >> en,Q5585,-0.01576128602027893
24,1606,1614,PER,Giovanni >> en,Q419336,-0.6100680828094482
24,1684,1696,PER,Giovanni Giocondo >> en,Q5585,-0.16316097974777222
24,1959,1964,LOC,Italy >> en,Q38,-0.2078222781419754
24,2075,2083,PER,Scaliger >> en,Q1247250,-0.4805298447608948
24,2115,2121,PER,Girolamo Cardano >> en,Q184530,0.17185890674591064
24,2139,2143,PER,Guillaume Budé >> en,Q353668,-0.5086292028427124
25,43,55,PER,Giovanni Giocondo >> en,Q5585,-0.190580353140831
25,252,270,LOC,Republic of Venice >> en,Q4948,-0.12296407669782639
25,847,859,PER,Giovanni Giocondo >> en,Q5585,-0.20202475786209106
25,869,876,ORG,Signoria of Venice >> en,Q3477879,-0.43375688791275024
25,1193,1205,PER,Giovanni Giocondo >> en,Q5585,-0.18665379285812378
25,1211,1218,ORG,Signoria of Venice >> en,Q3477879,-0.43334782123565674
25,1296,1301,LOC,Italy >> en,Q38,-0.21806161105632782
25,1372,1384,PER,Giovanni Giocondo >> en,Q5585,-0.20344962179660797
25,1588,1600,LOC,Brenta (river) >> en,Q214551,-0.08036814630031586
25,1682,1690,LOC,Chioggia >> en,Q55416,-0.21547776460647583
25,1751,1757,LOC,Venice >> en,Q641,-0.2262049913406372
25,1835,1843,LOC,Chioggia >> en,Q55416,-0.21846948564052582
25,2029,2035,LOC,Venice >> en,Q641,-0.1901489794254303
25,2107,2139,PER,Luigi Cornaro >> en,Q389140,-1.8816909790039062
25,2269,2281,PER,Giovanni Giocondo >> en,Q5585,-0.21921929717063904
25,2336,2344,LOC,Chioggia >> en,Q55416,-0.21477791666984558
25,2410,2416,LOC,Venice >> en,Q641,-0.21811777353286743
25,2486,2498,PER,Luigi Cornaro >> en,Q389140,-0.7178762555122375
25,2532,2544,PER,Giovanni Giocondo >> en,Q5585,-0.23941949009895325
25,2630,2636,LOC,Venice >> en,Q641,-0.19487959146499634
25,2697,2709,PER,Giovanni Giocondo >> en,Q5585,-0.2033722847700119
25,2790,2796,LOC,Venice >> en,Q641,-0.1989656388759613
25,3161,3167,LOC,Venice >> en,Q641,-0.2171555757522583
26,263,269,PER,Giotto >> en,Q7814,-0.15786363184452057
26,282,290,LOC,Florence >> en,Q2044,-0.1855388581752777
26,493,496,PER,God >> en,Q190,-0.22126087546348572
26,711,717,PER,Giotto >> en,Q7814,-0.16568489372730255
26,915,925,LOC,Vespignano >> it,Q82880,-0.7814783453941345
26,946,954,LOC,Florence >> en,Q2044,-0.22036093473434448
26,1033,1040,PER,Bondone >> en,Q246478,-0.16022616624832153
26,1134,1140,PER,Giotto >> en,Q7814,-0.05335240066051483
26,1464,1471,PER,Bondone >> en,Q246478,-0.49742335081100464
26,1789,1796,PER,Cimabue >> en,Q15790,-0.1683601588010788
26,1845,1853,LOC,Florence >> en,Q2044,-0.1871570348739624
26,1857,1867,LOC,Vespignano >> it,Q82880,-0.9704737067222595
26,1875,1881,PER,Giotto >> en,Q7814,-0.12049289047718048
26,2094,2101,PER,Cimabue >> en,Q15790,-0.16822725534439087
27,30,57,PER,Guido Tarlati >> en,Q378128,0.043633341789245605
27,59,65,PER,Roman Catholic Diocese of Arezzo-Cortona-Sansepolcro >> en,Q645542,0.16499757766723633
27,70,84,PER,Arezzo >> en,Q13378,-0.9376742243766785
27,78,84,LOC,Arezzo >> en,Q13378,-0.1875486820936203
27,94,110,LOC,Massa >> en,Q13370,-0.15711736679077148
27,129,134,LOC,Lucca >> en,Q13373,-0.20770099759101868
27,167,174,PER,Holy Roman Emperor >> en,Q181765,-0.6458224058151245
27,215,221,LOC,Arezzo >> en,Q13378,-0.17524702847003937
27,284,297,PER,Pier Andrea Saccardo >> en,Q707840,-4.634816646575928
27,302,321,PER,Pietramala >> en,Q13378,-2.4490175247192383
27,342,348,PER,Roman Catholic Diocese of Arezzo-Cortona-Sansepolcro >> en,Q645542,0.2241494357585907
27,522,538,ORG,Guelphs and Ghibellines >> en,Q187742,0.08913502097129822
27,542,549,LOC,Tuscany >> en,Q1273,-0.22367264330387115
27,580,586,PER,Giotto >> en,Q7814,-0.1731560379266739
27,862,867,LOC,Italy >> en,Q38,-0.20416702330112457
27,919,925,PER,Giotto >> en,Q7814,-0.14074191451072693
27,1093,1106,PER,Pier Andrea Saccardo >> en,Q707840,-4.554691791534424
27,1166,1186,LOC,Sansepolcro >> en,Q52098,-0.03409521281719208
27,1264,1270,LOC,Arezzo >> en,Q13378,-0.17354080080986023
27,1314,1320,PER,Giotto >> en,Q7814,-0.16485844552516937
27,1359,1371,PER,Gondi family >> en,Q2397552,-1.1610558032989502
27,1385,1393,LOC,Florence >> en,Q2044,-0.17652468383312225
27,1450,1470,PER,Arezzo >> en,Q13378,-0.7351360321044922
27,1464,1470,LOC,Arezzo >> en,Q13378,-0.2310718446969986
27,1568,1576,LOC,Florence >> en,Q2044,-0.18220362067222595
27,1686,1692,PER,Giotto >> en,Q7814,-0.1545359194278717
27,1803,1825,LOC,Hermitage of Camaldoli >> en,Q568823,-0.4044020175933838
27,1816,1825,LOC,Camaldoli >> en,Q2019442,-0.32921192049980164
27,1878,1885,PER,Church Fathers >> en,Q182603,-0.6484666466712952
27,1939,1972,PER,Antonio da Pisa >> it,Q3620361,-1.6615724563598633
27,1968,1972,LOC,Pisa >> en,Q13375,-0.155633807182312
27,1979,1986,PER,General officer >> en,Q83460,-1.193968415260315
27,1994,2019,ORG,Camaldoli >> en,Q2019442,-0.4321679174900055
27,2010,2019,LOC,Camaldoli >> en,Q2019442,-0.23106026649475098
27,2045,2053,MISC,Crucifix >> en,Q20460,-0.19004088640213013
27,2092,2098,PER,Giotto >> en,Q7814,-0.1270027756690979
27,2122,2130,MISC,Crucifix >> en,Q20460,-0.22279886901378632
27,2166,2192,PER,Silvano Razzi >> it,Q59526715,-1.0404503345489502
27,2202,2211,LOC,Camaldoli >> en,Q2019442,-0.18394216895103455
27,2247,2255,PER,Superior (hierarchy) >> en,Q4907518,-0.3209170401096344
27,2263,2286,LOC,Santa Maria degli Angeli e dei Martiri >> en,Q569253,-0.5486924648284912
27,2333,2339,PER,Giotto >> en,Q7814,-0.15673451125621796
27,2392,2411,PER,Raffaello da Urbino >> en,Q5597,0.4184286296367645
28,511,529,PER,Francesco Granacci >> en,Q717097,-0.05626299977302551
28,603,633,PER,Lorenzo de' Medici >> en,Q177854,-0.1116601973772049
28,731,743,PER,Michelangelo >> en,Q5592,-1.2372065782546997
28,975,987,PER,Michelangelo >> en,Q5592,-1.010585069656372
28,1221,1229,PER,Francesco Granacci >> en,Q717097,-0.07945239543914795
28,1296,1316,PER,Domenico Ghirlandaio >> en,Q191423,-0.08895881474018097
28,1339,1347,PER,Francesco Granacci >> en,Q717097,-0.13777542114257812
28,1387,1400,PER,Domenico Ghirlandaio >> en,Q191423,-0.18531841039657593
28,1505,1510,PER,David Ghirlandaio >> en,Q1145811,0.10764133930206299
28,1515,1536,PER,Benedetto Ghirlandaio >> en,Q2554861,0.01726001501083374
28,1554,1562,PER,Domenico Ghirlandaio >> en,Q191423,-0.0584564208984375
28,1611,1627,LOC,Santa Maria Novella >> en,Q51175,0.0060492753982543945
28,1686,1694,PER,Domenico Ghirlandaio >> en,Q191423,-0.18270772695541382
28,1709,1717,PER,Francesco Granacci >> en,Q717097,-0.08089704811573029
28,2036,2044,MISC,Carnival >> en,Q4618,-0.2464161068201065
28,2080,2110,PER,Lorenzo de' Medici >> en,Q177854,-0.08700038492679596
28,2192,2217,MISC,Roman triumph >> en,Q657438,-1.6118196249008179
28,2203,2217,PER,Paulo Emilio >> en,Q6140482,-2.2333383560180664
28,2369,2377,PER,Francesco Granacci >> en,Q717097,-0.08264777064323425
28,2512,2530,PER,Lorenzo de' Medici >> en,Q177854,-0.06944724917411804
28,2667,2675,LOC,Florence >> en,Q2044,-0.15732508897781372
28,2677,2682,MISC,Canti >> en,Q1033782,-0.94585782289505
29,3,11,LOC,Florence >> en,Q2044,-0.1574774980545044
29,12,20,PER,Francesco Granacci >> en,Q717097,-0.2439553439617157
29,33,58,PER,Pierfrancesco de' Medici the Elder >> en,Q256359,-3.6534647941589355
29,140,158,PER,Pontormo >> en,Q207929,0.039335042238235474
29,160,176,PER,Andrea del Sarto >> en,Q5571,-0.08786430954933167
29,182,200,PER,Francesco Ubertini >> en,Q27787890,-0.09104625880718231
29,243,249,PER,Saint Joseph >> en,Q128267,-0.3455027937889099
29,254,300,LOC,Pierfrancesco de' Medici >> en,Q256359,-2.9862093925476074
29,254,270,PER,Pierfrancesco de' Medici >> en,Q256359,-0.37529683113098145
29,280,300,LOC,Borgo Sant'Angelo >> it,Q3642536,-4.283113956451416
29,373,379,PER,Saint Joseph >> en,Q128267,-0.341132789850235
29,513,519,PER,Joseph >> en,Q471788,-0.7275179624557495
29,535,542,PER,Pharaoh >> en,Q37110,-0.2664142847061157
29,668,675,MISC,Trinity >> en,Q37090,-0.15032370388507843
29,688,702,PER,God the Father >> en,Q186350,-0.1978173851966858
29,716,732,PER,Crucifixion of Jesus >> en,Q51636,-0.15805193781852722
29,745,772,LOC,"San Pier Maggiore, Florence >> en",Q3671591,-1.2145918607711792
29,799,809,MISC,Assumption of Mary >> en,Q162691,-0.0629800409078598
29,833,839,PER,Angel >> en,Q235113,-0.21331241726875305
29,846,855,PER,Thomas the Apostle >> en,Q43669,-0.2649424076080322
29,869,876,PER,Madonna (art) >> en,Q926743,-0.3085419833660126
29,891,897,MISC,Girdle >> en,Q28839480,-0.4367519021034241
29,913,922,PER,Thomas the Apostle >> en,Q43669,-0.25671321153640747
29,1007,1019,PER,Michelangelo >> en,Q5592,-0.852186381816864
29,1048,1056,PER,"Mary, mother of Jesus >> en",Q345,-0.4594767391681671
29,1107,1115,PER,Francesco Granacci >> en,Q717097,-0.3555247187614441
29,1216,1223,PER,Paul the Apostle >> en,Q9200,-0.1923525333404541
29,1225,1236,PER,Saint Lawrence >> en,Q17590,-0.04308000206947327
29,1238,1246,PER,James the Great >> en,Q43999,-0.2608758807182312
29,1252,1259,PER,John the Apostle >> en,Q44015,-0.4579099714756012
29,1330,1339,PER,Francesco >> en,Q2268455,-1.5737817287445068
30,0,6,PER,Jacopo Torni >> en,Q2632655,-0.9809969067573547
30,15,23,PER,Jacopo Torni >> en,Q2632655,-0.6277010440826416
30,47,71,PER,Domenico Ghirlandaio >> en,Q191423,-0.4028826653957367
30,91,95,LOC,Rome >> en,Q220,-0.23438936471939087
30,101,113,PER,Pinturicchio >> en,Q5591,-0.1617635041475296
30,658,670,PER,Michelangelo >> en,Q5592,-1.2059612274169922
30,935,941,PER,Jacopo dell'Indaco >> en,Q2632655,-0.4328565001487732
30,967,971,LOC,Rome >> en,Q220,-0.25020861625671387
30,1020,1024,LOC,Rome >> en,Q220,-0.2507328689098358
30,1130,1151,LOC,"Sant'Agostino, Rome >> en",Q1424095,-0.2499060034751892
30,1219,1227,PER,Apostles >> en,Q43412,-0.2106340378522873
30,1242,1253,PER,Holy Spirit >> en,Q37302,-0.2443147450685501
30,1296,1305,PER,Christ in Majesty >> en,Q972213,-0.4545031785964966
30,1321,1326,PER,Saint Peter >> en,Q33923,-0.1786007285118103
30,1331,1337,PER,Andrew the Apostle >> en,Q43399,-0.186987042427063
30,1385,1390,PER,Simon the Zealot >> en,Q12871,-0.31842881441116333
30,1399,1408,PER,Mary Magdalene >> en,Q63070,-0.05412377417087555
30,1547,1558,PER,Dead Christ >> en,Q27795958,-0.7356520295143127
30,1552,1558,PER,Jesus >> en,Q302,0.08126088976860046
30,1621,1636,LOC,Trinità dei Monti >> en,Q1229008,-0.5199724435806274
30,1632,1636,LOC,Rome >> en,Q220,-0.268722265958786
30,1693,1716,MISC,Coronation of the Virgin >> en,Q1093370,0.049030810594558716
30,1707,1716,PER,"Mary, mother of Jesus >> en",Q345,-0.3561643958091736
31,11,17,PER,Jacopo Torni >> en,Q2632655,-0.7153254747390747
31,70,79,PER,"Francesco I de' Medici, Grand Duke of Tuscany >> en",Q299675,-0.1589159369468689
31,119,127,PER,L'Indaco >> en,Q2632655,-0.3756348490715027
31,226,234,PER,Jacopo Torni >> en,Q2632655,-1.0429552793502808
31,349,355,PER,Jacopo Torni >> en,Q2632655,-0.5782524347305298
31,491,504,LOC,Montepulciano >> en,Q91217,-0.15967367589473724
31,566,623,LOC,Arezzo >> en,Q13378,-1.2318015098571777
31,590,613,ORG,Apostolic Nunciature >> en,Q620045,-1.1633025407791138
31,617,623,LOC,Arezzo >> en,Q13378,-0.16877907514572144
31,639,651,MISC,Annunciation >> en,Q154326,-0.20600198209285736
31,659,673,PER,God the Father >> en,Q186350,-0.204212486743927
31,677,683,LOC,Heaven >> en,Q4489450,-0.22959886491298676
31,784,799,PER,"Alessandro de' Medici, Duke of Florence >> en",Q378232,-0.4954516291618347
31,902,921,LOC,Palazzo Vecchio >> en,Q271928,-0.5729821920394897
31,1031,1035,PER,Duke >> en,Q166886,-0.544226884841919
31,1147,1151,LOC,Rome >> en,Q220,-0.22199079394340515
31,1173,1190,PER,"Charles V, Holy Roman Emperor >> en",Q32500,-0.18299560248851776
31,1298,1309,LOC,Capitoline Hill >> en,Q34925,-0.059960365295410156
31,1476,1505,PER,Margherita of Austria >> en,Q307815,-0.36032307147979736
31,1498,1505,LOC,Austria >> en,Q40,-0.6312336921691895
31,1513,1543,LOC,Palazzo Medici Riccardi >> en,Q911047,-0.6280618906021118
31,1527,1533,ORG,House of Medici >> en,Q170022,-0.15683631598949432
31,1537,1543,LOC,Rome >> en,Q220,-0.3052293360233307
31,1699,1707,PER,L'Indaco >> en,Q2632655,-0.7787813544273376
32,1372,1392,PER,Leon Battista Alberti >> en,Q182046,-0.1029239222407341
32,2200,2212,PER,Leon Battista Alberti >> en,Q182046,-0.1796911507844925
32,2294,2302,LOC,Florence >> en,Q2044,-0.17039033770561218
32,2335,2342,ORG,Alberti (family) >> en,Q2831707,-0.6072884798049927
33,20,36,PER,"Ludovico III Gonzaga, Marquess of Mantua >> en",Q969770,0.4384232759475708
33,38,55,PER,Margravate of Mantua >> en,Q3845763,-0.12312817573547363
33,49,55,LOC,Mantua >> en,Q6247,-0.3027381896972656
33,117,125,LOC,Apostolic Nunciature >> en,Q620045,-0.6121984720230103
33,145,150,ORG,Santa Maria dei Servi >> en,Q1021897,-0.2750582695007324
33,154,162,LOC,Florence >> en,Q2044,-0.1828179955482483
33,194,206,PER,Leon Battista >> it,Q3636773,-3.873471260070801
33,1100,1112,PER,Leon Baptiste >> en,Q3229623,-4.195600986480713
33,1619,1631,PER,Leon Baptiste >> en,Q3229623,-3.85125470161438
33,2003,2015,PER,Leon Baptiste >> en,Q3229623,-4.002069473266602
33,2112,2128,PER,"Ludovico III Gonzaga, Marquess of Mantua >> en",Q969770,0.3326624035835266
33,2132,2138,LOC,Mantua >> en,Q6247,-0.22747676074504852
33,2140,2152,PER,Leon Baptiste >> en,Q3229623,-3.615935802459717
33,2184,2203,LOC,"Basilica of Sant'Andrea, Mantua >> en",Q1581882,0.36398807168006897
33,2258,2264,LOC,Mantua >> en,Q6247,-0.2124672383069992
33,2268,2273,LOC,Padua >> en,Q617,-0.13841301202774048
33,2366,2378,PER,Leon Baptiste >> en,Q3229623,-4.12468957901001
33,2410,2428,PER,Salvatore Fancello >> it,Q3946044,-5.002927303314209
33,2471,2479,LOC,Florence >> en,Q2044,-0.1857115626335144
33,2522,2534,PER,Leon Baptiste >> en,Q3229623,-3.5767087936401367
33,2622,2630,LOC,Florence >> en,Q2044,-0.17949256300926208
33,2645,2651,LOC,Mantua >> en,Q6247,-0.24938146770000458
33,2668,2672,PER,Luca >> en,Q417711,-2.0819075107574463
33,2763,2771,PER,Filarete >> en,Q449961,-0.1853906661272049
33,2802,2807,ORG,Luchi >> en,Q3346426,-0.9313063025474548
34,87,93,PER,Giotto >> en,Q7814,-0.17375591397285461
34,353,359,PER,Nature >> en,Q7860,-0.1977837085723877
34,522,537,PER,God the Father >> en,Q186350,-1.0431556701660156
34,531,537,LOC,Heaven >> en,Q4489450,-0.2289271354675293
34,2082,2090,LOC,Florence >> en,Q2044,-0.1864054799079895
34,2303,2312,LOC,Casentino >> en,Q1047110,-0.1374400109052658
34,2403,2441,PER,Lodovico de' Medici >> en,Q80986,-4.205838203430176
34,2415,2441,PER,Leonardo da Vinci >> en,Q762,-1.6438883543014526
34,2521,2538,PER,House of Canossa >> en,Q473151,-0.27568498253822327
34,2548,2556,PER,Lodovico de' Medici >> en,Q80986,-2.6781132221221924
34,2613,2619,LOC,Chiusi >> en,Q91185,-0.1925782710313797
34,2624,2631,LOC,Caprese Michelangelo >> en,Q52069,-0.3163868188858032
34,2642,2660,LOC,Vernia >> en,Q50847177,-2.1000168323516846
34,2668,2678,PER,Francis of Assisi >> en,Q676555,-0.16682124137878418
34,2692,2700,MISC,Stigmata >> en,Q190940,-0.21709761023521423
34,2709,2726,ORG,Roman Catholic Diocese of Arezzo-Cortona-Sansepolcro >> en,Q645542,0.013395905494689941
34,2720,2726,LOC,Arezzo >> en,Q13378,-0.1939217895269394
34,2840,2852,PER,Michelangelo >> en,Q5592,-1.0215150117874146
34,3096,3103,PER,Mercury (mythology) >> en,Q1150,-0.30079689621925354
34,3108,3113,PER,Venus (mythology) >> en,Q47652,-0.2178354263305664
