id,sentence
20,"When strangers come to do work in a city in which there are no craftsmen of excellence, there is always some man whose intelligence is afterwards stirred to strive to learn that same art, and to bring it about that from that time onwards there should be no need for strangers to come and embellish his city and carry away her wealth, which he now labours to deserve by his own ability, seeking to acquire for himself those riches that seemed to him too splendid to be given to foreigners. This was made clearly manifest by Galasso Ferrarese, who, seeing Piero dal Borgo a San Sepolcro rewarded by the Duke of Ferrara for the works that he executed, and also honourably received in Ferrara, was incited so strongly by such an example, after Piero's departure, to devote himself to painting, that he acquired the name of a good and excellent master in Ferrara. Besides this, he was held in all the greater favour in that place for having gone to Venice and there learnt the method of painting in oil, which he brought to his native place, for he afterwards made an infinity of figures in that manner, which are scattered about in many churches throughout Ferrara. Next, having gone to Bologna, whither he was summoned by certain Dominican friars, he painted in oil a chapel in S. Domenico; and so his fame increased, together with his credit. After this he painted many pictures in fresco in S. Maria del Monte, a seat of the Black Friars without Bologna, beyond the Porta di S. Mammolo; and the whole church of the Casa di Mezzo, on the same road, was likewise painted by his hand with works in fresco, in which he depicted the stories of the Old Testament. His life was ever most praiseworthy, and he showed himself very courteous and agreeable; which arose from his being used to live and dwell more out of his native place than in it. It is true, indeed, that through his being somewhat irregular in his way of living, his life did not last long; for he left it at the age of about fifty, to go to that life which has no end."
21,"In these same times lived Cosmè, also of Ferrara. Works by his hand that are to be seen are a chapel in S. Domenico in the said city, and two folding-doors that close the organ in the Duomo."
22,"How many great and illustrious Princes, abounding with infinite wealth, would leave behind them a name renowned and glorious, if they possessed, together with their store of the goods of Fortune, a mind filled with grandeur and inclined to those things that not only embellish the world, but also confer vast benefit and advantage on the whole race of men! And what works can or should Princes and great persons undertake more readily than noble and magnificent buildings and edifices, both on account of the many kinds of men that are employed upon them in the making, and because, when made, they endure almost to eternity? For of all the costly enterprises that the ancient Romans executed at the time when they were at the supreme height of their greatness, what else is there left to us save those remains of buildings, the everlasting glory of the Roman name, which we revere as sacred things and strive to imitate as the sole patterns of the highest beauty? And how much these considerations occupied the minds of certain Princes who lived in the time of the Florentine architect, Antonio da San Gallo, will now be seen clearly in the Life of him that we are about to write. Antonio, then, was the son of Bartolommeo Picconi of Mugello, a maker of casks; and after having learned the joiner's craft in his boyhood, hearing that his uncle, Giuliano da San Gallo, was working at Rome in company with his brother Antonio, he set out from Florence for that city. And there, having devoted himself to the matters of the art of architecture with the greatest possible zeal, and pursuing that art, he gave promise of those achievements that we see in such abundance throughout all Italy, in the vast number of works executed by him at  a more mature age. Now it happened that Giuliano was forced by the torment that he suffered from the stone to return to Florence; and Antonio, having become known to the architect Bramante of Castel Durante, began to give assistance to that master, who, being old and crippled in the hands by palsy, was not able to work as before in the preparation of his designs."
23," In the time of Pope Paul II, the Church of the Madonna of Loreto, which was small, and had its roof immediately over brick piers of rustic work, had been refounded and brought to that size in which it may be seen at the present day, by means of the skill and genius of Giuliano da Maiano; and it had been continued from the outer string-course upwards by Sixtus IV and by others, as has been related; but finally, in the time of Clement, in the year 1526, without having previously shown the slightest sign of falling, it cracked in such a manner, that not only the arches of the tribune were in danger, but the whole church in many places, for the reason that the foundations were weak and wanting in depth. Wherefore Antonio was sent by the said Pope Clement to put right so great a mischief; and when he had arrived at Loreto, propping up the arches and fortifying the whole, like the resolute and judicious architect that he was, he refounded all the building, and, making the walls and pilasters thicker both within and without, he gave it a beautiful form, both as a whole and in its well-proportioned parts, and made it strong enough to be able to support any weight, however great. He adhered to one and the same order in the transepts and in the aisles of the church, making superb mouldings on the architraves, friezes, and cornices above the arches, and he rendered beautiful and well constructed in no common way the socles of the four great piers around the eight sides of the tribune which support the four arches—namely, three in the transepts, where the chapels are, and the larger one in the central nave. This work certainly deserves to be celebrated as the best that Antonio ever executed, and that not without sufficient reason, seeing that those who erect some new building, or raise one from the foundations, have the power to make it high or low, and to carry it to such perfection as they desire or are able to achieve, without being hindered by anything; which does not fall to the lot of him who has to rectify or restore works begun by others and brought to a sorry state either by the craftsman or by the circumstances of Fortune; whence it may be said that Antonio restored a dead thing to life, and did that which was scarcely possible. Having finished all this, he arranged that the church should be covered with lead, and gave directions for the execution of all that  still remained to do; and thus, by his means, that famous temple received a better form and more grace than it had possessed before, and the hope of a long-enduring life."
24,"If writers of history were to live a few years longer than the number commonly granted as the span of human life, I, for my part, have no manner of doubt that they would have something to add to the accounts of the past previously written by them, for the reason that, even as it is not possible for a single man, be he ever so diligent, to learn the exact truth in a flash, or to discover all the details of his subject in the little time at his command, so it is as clear as the light of day that Time, who is said to be the father of truth, is always revealing new things every day to the seeker after knowledge. If, many years ago, when I first wrote and also published these Lives of the Painters and other Craftsmen, I had possessed that full information which I have since received concerning Fra Giocondo of Verona, a man of rare parts and a master of all the most noble faculties, I would without a doubt have made that honourable record of him which I am now about to make for the benefit of craftsmen, or rather, of the world; and not of him only, but also of many other masters of Verona, who have been truly excellent. And let no one marvel that I place them all under the image of one only, because, not having been able to obtain portraits of them all, I am forced to do this; but, so far as in me lies, not one of them shall thereby have his excellence defrauded of its due. Now, since the order of time and merit so demands, I shall speak first of Fra Giocondo. This man, when he assumed the habit of S. Dominic, was called not simply Fra Giocondo, but Fra Giovanni Giocondo. How the name Giovanni dropped from him I know not, but I do know that he was always called Fra Giocondo by everyone. And although his  chief profession was that of letters, and he was not only a very good philosopher and theologian, but also an excellent Greek scholar (which was a rare thing at that time, when learning and letters were just beginning to revive in Italy), nevertheless he was also a very fine architect, being a man who always took supreme delight in that art, as Scaliger relates in his epistle against Cardan, and the learned Budé in his book ""De Asse,"" and in the observations that he wrote on the Pandects."
25,"But the work for which it seems to me that Fra Giocondo deserves the greatest praise is one on account of which an everlasting gratitude is due to him not only from the Venetians, but from the whole world as well. For he reflected that the life of the Republic of Venice depended in great measure on the preservation of its impregnable position on the lagoons on which that city, as it were by a miracle, is built; and that, whenever those lagoons silted up with earth, the air would become infected and pestilential, and the city consequently uninhabitable, or at the least exposed to all the dangers that threaten cities on the mainland. He set himself, therefore, to think in what way it might be possible to provide for the preservation of the lagoons and of the site on which the city had been built in the beginning. And having found a way, Fra Giocondo told the Signori that, if they did not quickly come to some resolution about preventing such an evil, in a few years, to judge by that which could be seen to have happened in part, they would become  aware of their error, without being in time to be able to retrieve it. Roused by this warning, and hearing the powerful arguments of Fra Giocondo, the Signori summoned an assembly of the best engineers and architects that there were in Italy, at which many opinions were given and many designs made; but that of Fra Giocondo was held to be the best, and was put into execution. They made a beginning, therefore, with excavating a great canal, which was to divert two-thirds or at least one-half of the water brought down by the River Brenta, and to conduct that water by a long détour so as to debouch into the lagoons of Chioggia; and thus that river, no longer flowing into the lagoons at Venice, has not been able to fill them up by bringing down earth, as it has done at Chioggia, where it has filled and banked up the lagoons in such a manner that, where there was formerly water, many tracts of land and villas have sprung up, to the great benefit of the city of Venice. Wherefore it is the opinion of many persons, and in particular of the Magnificent Messer Luigi Cornaro, a Venetian gentleman of ripe wisdom gained both by learning and by long experience, that, if it had not been for the warning of Fra Giocondo, all the silting up that took place in the lagoons of Chioggia would have happened, and perhaps on a greater scale, in those of Venice, inflicting incredible damage and almost ruin on that city. The same Messer Luigi, who was very much the friend of Fra Giocondo, as he is and always has been of all men of talent, declares that his native city of Venice owes an eternal debt of gratitude for this to the memory of Fra Giocondo, who on this account, he says, might reasonably be called the second founder of Venice; and that he almost deserves more praise for having preserved by that expedient the grandeur and nobility of that marvellous and puissant city, than do those who built it at the beginning in such a weak and ill-considered fashion, seeing that the benefit received from him will be to all eternity, as it has been hitherto, of incalculable utility and advantage to Venice."
26,"That very obligation which the craftsmen of painting owe to nature, who serves continually as model to those who are ever wresting the good from her best and most beautiful features and striving to counterfeit and to imitate her, should be owed, in my belief, to Giotto, painter of Florence, for the reason that, after the methods of good paintings and their outlines had lain buried for so many years under the ruins of the wars, he alone, although born among inept craftsmen, by the gift of God revived that art, which had come to a grievous pass, and brought it to such a form as could be called good. And truly it was a very great miracle that that age, gross and inept, should have had strength to work in Giotto in a fashion so masterly, that design, whereof the men of those times had little or no knowledge, was restored completely to life by means of him. And yet this great man was born at the village of Vespignano, in the district of Florence, fourteen miles distant from that city, in the year 1276, from a father named Bondone, a tiller of the soil and a simple fellow. He, having had this son, to whom he gave the name Giotto, reared him conformably to his condition; and when he had come to the age of ten, he showed in all his actions, although childish still, a vivacity and readiness of intelligence much out of the ordinary, which rendered him dear not only to his father but to all those also who knew him, both in the village and beyond. Now Bondone gave some sheep into his charge, and he, going about the holding, now in one part and now in another, to graze them, and impelled by a natural inclination to the art of design, was for ever drawing, on stones, on the ground, or on sand, something from nature, or in truth anything that came into his fancy. Wherefore Cimabue, going one day on some business of his own from Florence to Vespignano, found Giotto, while his sheep were browsing, portraying a sheep from nature on a flat and polished slab, with a stone slightly pointed, without having learnt any method of doing this from others, but only from nature; whence Cimabue, standing fast all in a marvel, asked him if he wished to go to live with him. The child answered that, his father consenting, he would go willingly."
27,"Afterwards, in the year 1327, Guido Tarlati da Pietramala, Bishop and Lord of Arezzo, died at Massa di Maremma in returning from Lucca, where he had been to visit the Emperor, and after his body had been brought to Arezzo and the most magnificent funeral honours had been paid to it, Piero Saccone and Dolfo da Pietramala, the brother of the Bishop, determined that there should be made for him a tomb in marble worthy of the greatness of so notable a man, who had been a lord both spiritual and temporal, and head of the Ghibelline party in Tuscany. Wherefore, having written to Giotto that he should make the design of a tomb very rich and with all possible adornment, and having sent him the measurements, they prayed him afterwards that he should place at their disposal the sculptor who was the most excellent, according to his opinion, of all that were in Italy, because they were relying wholly on his judgment. Giotto, who was most courteous, made the design and sent it to them; and after this design, as will be told in the proper place, the said tomb was made. And because the said Piero Saccone had infinite love for the talent of this man, having taken Borgo a San Sepolcro no long time after he had received the said design, he brought from there to Arezzo a panel with little figures by the hand of Giotto, which afterwards fell to pieces; and Baccio Gondi, nobleman of Florence, a lover of these noble arts and of every talent, being Commissary of Arezzo, sought out the pieces of this panel with great diligence, and having found some brought them to Florence, where he holds them in great veneration, together with some other works that he has by the hand of the same Giotto, who wrought so many that their number is almost beyond belief. And not many years ago, chancing to be at the Hermitage of Camaldoli, where I have wrought many works for those reverend Fathers, I saw in a cell, whither it had been brought by the Very Reverend Don Antonio da Pisa, then General of the Congregation of Camaldoli, a very beautiful little Crucifix on a ground of gold, with the name of Giotto in his own hand; which Crucifix, according to what I hear from the Reverend Don Silvano Razzi, monk of Camaldoli, is kept to-day in the cell of the Superior of the Monastery of the Angeli, as being a very rare work and by the hand of Giotto, in company with a most beautiful little picture by Raffaello da Urbino."
28,"Great, indeed, is the good fortune of those craftsmen who are brought into contact, either by their birth or by the associations that are formed in childhood, with those men whom Heaven has chosen out to be distinguished and exalted above all others in our arts, for the reason that a good and beautiful manner can be acquired with the greatest facility by seeing the methods and works of men of excellence, not to mention that rivalry and emulation, as we have said elsewhere, have great power over our minds. Francesco Granacci, of whom we have already spoken, was one of those who were placed by the Magnificent Lorenzo de' Medici to learn in his garden; whence it happened that, recognizing, boy as he was, the great genius of Michelagnolo, and what extraordinary fruits he was likely to produce when full grown, he could never tear himself away from his side, and even strove with incredible attention and humility to be always following that great brain, insomuch that Michelagnolo was constrained to love him more than all his other friends, and to confide so much in him, that there was no one with whom he was more willing to confer touching his works or to share all that he knew of art at that time, than with Granacci. Then, after they had been companions together in the workshop of Domenico Ghirlandajo, it came to pass that Granacci, because he was held to be the best of Ghirlandajo's young men, the strongest draughtsman, and the one who had most grace in painting in distemper, assisted David and Benedetto Ghirlandajo, the brothers of Domenico, to finish the altar-piece of the high-altar in S. Maria Novella,  which had been left unfinished at the death of the same Domenico. By this work Granacci gained much experience, and afterwards he executed in the same manner as that altar-piece many pictures that are in the houses of citizens, and others which were sent abroad. And since he was very gracious, and made himself very useful in certain ceremonies that were performed in the city during the festivals of the Carnival, he was constantly employed by the Magnificent Lorenzo de' Medici in many similar works, and in particular for the masquerade that represented the Triumph of Paulus Emilius, which was held in honour of the victory that he gained over certain foreign nations. In this masquerade, which was full of most beautiful inventions, Granacci acquitted himself so well, although he was a mere lad, that he won the highest praise. And here I will not omit to tell that the same Lorenzo de' Medici, as I have said in another place, was the first inventor of those masquerades that represent some particular subject, and are called in Florence ""Canti"";[10] for it is not known that any were performed in earlier times."
29,"In Florence Granacci painted for Pier Francesco Borgherini a scene in oils on the head-board of a couch which stood in an apartment wherein Jacopo da Pontormo, Andrea del Sarto, and Francesco Ubertini had painted many stories from the life of Joseph, in Pier Francesco's house in Borgo Sant' Apostolo; and in this scene were little figures representing a story of the same Joseph, executed with extraordinary finish and with great charm and beauty of colouring, and a building in perspective, wherein he depicted Joseph ministering to Pharaoh, which could not be more beautiful in any part. For the same man, also, he painted a round picture, likewise in oils, of the Trinity, or rather, God the Father supporting a Christ Crucified. And in the Church of S. Piero Maggiore there is a picture of the Assumption by his hand, with many Angels and a S. Thomas, to whom the Madonna is giving the Girdle. The figure of S. Thomas is very graceful, turning to one side in a beautiful attitude worthy of the hand of Michelagnolo, and such, also, is that of Our Lady. The drawing for these two figures by the hand of Granacci is in our book, together with others likewise by him. On either side of this picture are figures of S. Paul, S. Laurence, S. James, and S. John, which are all so beautiful that the work is held to be the best that Francesco ever painted; and in truth this work alone, even if he had never executed another, would ensure his being considered to be, as indeed he was, an excellent painter."
30,"Jacopo, called L'Indaco, who was a disciple of Domenico del Ghirlandajo, and who worked in Rome with Pinturicchio, was a passing good master in his day; and although he did not make many works, yet those that he did make are worthy of commendation. Nor is there any need to marvel that only very few works issued from his hands, for the reason that, being a gay and humorous fellow and a lover of good cheer, he harboured but few thoughts and would never work save when he could not help it; and so he used to say that doing nothing else but labour, without taking a little pleasure in the world, was no life for a Christian. He lived in close intimacy with Michelagnolo, for when that craftsman, supremely excellent beyond all who have ever lived, wished to have some recreation after his studies and his continuous labours of body and mind, no one was more pleasing to him for the purpose or more suited to his humour than this man. Jacopo worked for many years in Rome, or, to be more precise, he lived many years in Rome, working very little. By his hand, in that city, is the first chapel on the right hand as one enters the Church of S. Agostino by the door of the façade; on the vaulting of which chapel are the Apostles receiving the Holy Spirit, and on the wall below are two stories of Christ—in one His taking Peter and Andrew from their nets, and in the other the Feast of Simon and the Magdalene, in which there is a ceiling of planks and beams, counterfeited very well. In the panel of the same chapel, which he painted in oil, is a Dead Christ, wrought and executed with much mastery and diligence. In the Trinità at Rome, likewise, there is a little panel by his hand with the Coronation of Our  Lady."
31,"Not unlike Jacopo was a younger brother of his, whose proper name was Francesco, although he too was afterwards called L'Indaco by way of surname; and he, likewise, was a painter, and more than passing good. He was not unlike Jacopo—I mean, in his unwillingness to work (to say the least), and in his love of talking—but in one respect he surpassed Jacopo, for he was ever speaking evil of everyone and decrying the works of every craftsman. This man, after having wrought certain things in Montepulciano both in painting and in clay, painted a little panel for the Audience Chamber of the Company of the Nunziata in Arezzo, containing an Annunciation, and a God the Father in Heaven surrounded by many angels in the form of children. And in the same city, on the first occasion when Duke Alessandro went there, he made a  most beautiful triumphal arch, with many figures in relief, at the gate of the Palazzo de' Signori; and also, in competition with other painters who executed a number of other works for the entry of the said Duke, the scenery for the representation of a play, which was held to be very beautiful. Afterwards, having gone to Rome at the time when the Emperor Charles V was expected there, he made some figures in clay, and a coat of arms in fresco for the Roman people on the Campidoglio, which was much extolled. But the best work that ever issued from the hands of this master, and the most highly praised, was a little study wrought in stucco for the Duchess Margherita of Austria in the Palace of the Medici at Rome—a thing so beautiful and so ornate that there is nothing better to be seen; nor do I believe that it is possible, in a certain sense, to do with silver what L'Indaco did in this work with stucco. From these things it may be judged that if this man had taken pleasure in work and had made use of his intelligence, he would have become excellent."
32,"Very great is the advantage bestowed by learning, without exception, on all those craftsmen who take delight in it, but particularly on sculptors, painters, and architects, for it opens up the way to invention in all the works that are made; not to mention that a man cannot have a perfect judgment, be his natural gifts what they may, if he is deprived of the complemental advantage of being assisted by learning. For who does not know that it is necessary, in choosing sites for buildings, to show enlightenment in the avoidance of danger from pestiferous winds, insalubrious air, and the smells and vapours of impure and unwholesome waters? Who is ignorant that a man must be able, in whatever work he is seeking to carry out, to reject or adopt everything for himself after mature consideration, without having to depend on help from another man's theory? For theory, when separated from practice, is generally of very little use; but when the two chance to come together, there is nothing that is more helpful to our life, both because art becomes much richer and more perfect by the aid of science, and because the counsels and the writings of learned craftsmen have in themselves greater efficacy and greater credit than the words or works of those who know nothing but mere practice, whether they do it well or ill. And that all this is true is seen manifestly in Leon Batista Alberti, who, having studied the Latin tongue, and having given attention to architecture, to perspective, and to painting, left behind him books written in such a manner, that, since not one of our modern craftsmen has been able to expound these matters in writing, although very many of them in his own country have excelled him in working, it is generally believed—such is the influence of his writings over the pens and speech of the learned—that he was superior to all those who were actually superior to him in work. Wherefore, with regard to name and fame, it is seen from experience that writings have greater power and longer life than anything else; for books go everywhere with ease, and everywhere they command belief, if only they be truthful and not full of lies. It is no marvel, then, if the famous Leon Batista is known more for his writings than for the work of his hands. This man, born in Florence of the most noble family of the Alberti, of which we have spoken in another place, devoted himself not only to studying geography and the proportions of antiquities, but also to writing, to which he was much inclined, much more than to working."
33,"About the same time Lodovico Gonzaga, Marquis of Mantua, wished to build the tribune and the principal chapel in the Nunziata, the Church of the Servi in Florence, after the design and model of Leon Batista; and pulling down a square chapel, old, not very large, and painted in the ancient manner, which stood at the head of the church, he built the said tribune in the bizarre and difficult form of a round temple surrounded by nine chapels, all curving in a round arch, and each within in the shape of a niche. Now, since the arches of the said chapels rest on the pilasters in front, the result is that the stone dressings of the arches, inclining towards the wall, tend to draw ever backwards in order to meet the said wall, which turns in the opposite direction according to the shape of the tribune; wherefore, when the said arches of the chapels are looked at from the side, it appears that they are falling backwards, and that they are clumsy, as indeed they are, although the proportions are correct, and the difficulties of the method must be remembered. Truly it would have been better if Leon Batista had avoided this method, for, although there is some credit for the difficulty of its execution, it is clumsy both in great things and in small, and it cannot have a good result. And that this is true of great things is proved by the great arch in front, which forms the entrance to the said tribune; for, although it is very beautiful on the outer side, on the inner side, where it has to follow the curve of the chapel, which is round, it appears to be falling backwards and to be extremely clumsy. This Leon Batista would perhaps not have done, if, in addition to science and theory, he had possessed practical experience in working; for another man would have avoided this difficulty, and would have rather aimed at grace and greater beauty for the edifice. The whole work is otherwise in itself very beautiful, bizarre, and difficult; and nothing save great courage could have enabled Leon Batista to vault that tribune in those times in the manner that he did. Being then summoned by the same Marquis Lodovico to Mantua, Leon Batista made for him the models of the Church of S. Andrea and of some other works; and on the road leading from Mantua to Padua there may be seen certain temples built after his manner. Many of the designs and models of Leon Batista were carried into execution by Salvestro Fancelli, a passing good architect and sculptor of Florence, who, according to the desire of the said Leon Batista, executed with judgment and extraordinary diligence all the works that he undertook in Florence. For those in Mantua he employed one Luca, a Florentine, who, living ever afterwards in that city and dying there, left his name—so Filarete tells us—to the family of the Luchi, which is still there to-day. It was no small good-fortune for him to have friends who understood him and were able and willing to serve him, because architects cannot be always standing over their work, and it is of the greatest use to them to have a faithful and loving assistant; and if any man ever knew it, I know it very well by long experience."
34,"While the most noble and industrious spirits were striving, by the light of the famous Giotto and of his followers, to give to the world a proof of the ability that the benign influence of the stars and the proportionate admixture of humours had given to their intellects, and while, desirous to imitate with the excellence of their art the grandeur of Nature in order to approach as near as possible to that supreme knowledge that many call understanding, they were universally toiling, although in vain, the most benign Ruler of Heaven in His clemency turned His eyes to the earth, and, having perceived the infinite vanity of all those labours, the ardent studies without any fruit, and the presumptuous self-sufficiency of men, which is even further removed from truth than is darkness from light, and desiring to deliver us from such great errors, became minded to send down to earth a spirit with universal ability in every art and every profession, who might be able, working by himself alone, to show what manner of thing is the perfection of the art of design in executing the lines, contours, shadows, and high lights, so as to give relief to works of painting, and what it is to work with correct judgment in sculpture, and how in architecture it is possible to render habitations secure and commodious, healthy and cheerful, well-proportioned, and rich with varied ornaments. He was pleased, in addition, to endow him with the true moral philosophy and with the ornament of sweet poesy, to the end that the world might choose him and admire him as its highest exemplar in the life, works, saintliness of character, and every action of human creatures, and that he might be acclaimed by us as a being rather divine than human. And since He saw that in the practice of these rare exercises  and arts—namely, in painting, in sculpture, and in architecture—the Tuscan intellects have always been exalted and raised high above all others, from their being diligent in the labours and studies of every faculty beyond no matter what other people of Italy, He chose to give him Florence, as worthy beyond all other cities, for his country, in order to bring all the talents to their highest perfection in her, as was her due, in the person of one of her citizens. There was born a son, then, in the Casentino, in the year 1474, under a fateful and happy star, from an excellent and noble mother, to Lodovico di Leonardo Buonarroti Simoni, a descendant, so it is said, of the most noble and most ancient family of the Counts of Canossa. To that Lodovico, I say, who was in that year Podestà of the township of Chiusi and Caprese, near the Sasso della Vernia, where S. Francis received the Stigmata, in the Diocese of Arezzo, a son was born on the 6th of March, a Sunday, about the eighth hour of the night, to which son he gave the name Michelagnolo, because, inspired by some influence from above, and giving it no more thought, he wished to suggest that he was something celestial and divine beyond the use of mortals, as was afterwards seen from the figures of his horoscope, he having had Mercury and Venus in the second house of Jupiter, with happy augury, which showed that from the art of his brain and of his hand there would be seen to issue forth works marvellous and stupendous. Having finished his office as Podestà, Lodovico returned to Florence and settled in the village of Settignano, at a distance of three miles from the city, where he had a farm that had belonged to his forefathers; which place abounds with stone and is all full of quarries of grey-stone, which is constantly being worked by stone-cutters and sculptors, who for the most part are born in the place."
35,"The name of Michelagnolo, by reason of the Pietà that he had made, the Giant in Florence, and the cartoon, had become so famous, that in the year 1503, Pope Alexander VI having died and Julius II having been elected, at which time Michelagnolo was about twenty-nine years of age, he was summoned with much graciousness by Julius II, who wished to set him to make his tomb; and for the expenses of the journey a hundred crowns were paid to him by the Pope's representatives. Having made his way to Rome, he spent many months there before he was made to set his hand to any work. But finally the Pope's choice fell on a design that he had made for that tomb, an excellent testimony to the genius of Michelagnolo, which in beauty and magnificence, abundance of ornamentation and richness of statuary, surpassed every ancient or imperial tomb. Whereupon Pope Julius took courage, and thus resolved to set his hand to make anew the Church of S. Pietro in Rome, in order to erect the tomb in it, as has been related in another place. And so Michelagnolo set to work with high hopes; and, in order to make a beginning, he went to Carrara to excavate all the marble, with two assistants, receiving a thousand crowns on that account from Alamanno Salviati in Florence. There, in those mountains, he spent eight months without other moneys or supplies; and he had many fantastic ideas of carving great statues in those quarries, in order to leave memorials of himself, as the ancients had done before him, being invited by those masses of stone. Then, having picked out the due quantity of marbles, he caused them to be loaded on board ship at the coast and then conveyed to Rome, where they filled half the Piazza di S. Pietro, round about S. Caterina, and between the church and the corridor that goes to the Castello. In that place Michelagnolo had prepared his room for executing the figures and the rest of the tomb; and, to the end that the Pope might be able to come at his convenience to see him at work, he had caused a drawbridge to be constructed between the corridor and that room, which led to a great intimacy between them. But in time these favours brought much annoyance and even persecution upon him, and stirred up much envy against him among his fellow-craftsmen."
36,"Nanni d'Antonio di Banco was not only rich enough by patrimony, but also by no means humble in origin, yet, delighting in sculpture, he was not only not ashamed to learn and practise it, but took no small pride therein, and made so much advance that his fame will ever endure; and it will be all the more celebrated in proportion as men know that he applied himself to this noble art not through necessity, but through a true love of the art itself. This man, who was one of the disciples of Donato, although I have placed him before his master because he died long before him, was a somewhat sluggish person, but modest, humble, and kindly in his dealings. There is by his hand, in Florence, the S. Philip of marble which is on a pilaster on the outside of the Oratory of Orsanmichele. This work was at first allotted to Donato by the Guild of Shoemakers, and then, since they could not agree with him about the price, it was transferred, as though in despite of Donato, to Nanni, who promised that he would take whatsoever payment they might give him, and would ask no other. But the business fell out otherwise, for, when the statue was finished and set in its place, he asked a much greater price for his work than Donato had done at the beginning; wherefore the valuation of it was referred by both parties to Donato, the Consuls of that Guild believing firmly that he, out of envy at not having made it, would value it at much less than if it were his own work; but they were disappointed in their belief, for Donato judged that much more should be paid to Nanni for his statue than he had demanded. Being in no way willing to abide by this judgment, the Consuls made an outcry and said to Donato: ""Why dost thou, after undertaking to make this work at a smaller price, value it higher when made by the hand of another, and constrain us to give him more for it than he himself demands? For thou knowest, even as we do also, that from thy hands it would have come out much better."""
37,"It is also reputed that the S. Lo which is without the said Oratory of Orsanmichele, and which was made for the Guild of Farriers, is by the hand of the same Nanni, and likewise the marble shrine, in the base of which, at the foot, there is a scene wherein S. Lo, the Farrier, is shoeing a frenzied horse, so well made that Nanni deserved much praise for it; and he would have deserved and obtained much greater praise with other works, if he had not died, as he did, while still young. None the less, by reason of these few works Nanni was held a passing good sculptor; and being a citizen, he obtained many offices in his native city of Florence, and because he bore himself like a just and reasonable man both in these and in all his other affairs, he was greatly beloved. He died of colic in the year 1430, at the age of forty-seven."
38,"So potent are mastery and excellence, even when seen in only one or two works executed to perfection by a man in the art that he practises, that, no matter how small these may be, craftsmen and judges of art are forced to extol them, and writers are compelled to celebrate them and to give praise to the craftsman who has made them; even as we are now about to do for the Venetian Palma. This master, although not very eminent, nor remarkable for perfection of painting, was nevertheless so careful and diligent, and subjected himself so zealously to the labours of art, that a certain proportion of his works, if not all, have something good in them, in that they are close imitations of life and of the natural appearance of men. Palma was much more remarkable for his patience in harmonizing and blending colours than for boldness of design, and he handled colour with extraordinary grace and finish. This may be seen in Venice from many pictures and portraits that he executed for various gentlemen; but of these I shall say nothing more, since I propose to content myself with making mention of some altar-pieces and of a head that I hold to be marvellous, or rather, divine. One of the altar-pieces he painted for S. Antonio, near Castello, at Venice, and another for S. Elena, near the Lido, where the Monks of Monte Oliveto have their monastery. In the latter, which is on the high-altar of that church, he painted the Magi presenting their offerings to Christ, with a good number of figures, among which are some heads truly worthy of praise, as also are the draperies,  executed with a beautiful flow of folds, which cover the figures."
39,"There also flourished in Romagna at this time the excellent painter Rondinello, of whom we made some slight mention in the Life of Giovanni Bellini, whose disciple he was, assisting him much in his works. This Rondinello, after leaving Giovanni Bellini, laboured at his art to such purpose, that, being very diligent, he executed many works worthy of praise; of which we have witness in the panel-picture of the high-altar in the Duomo at Forlì, showing Christ giving the Communion to the Apostles, which he painted there with his own hand, executing it very well. In the lunette above this picture he painted a Dead Christ, and in the predella some scenes with little figures, finished with great diligence, representing the actions of S. Helena, the mother of the Emperor Constantine, in the finding of the Cross. He also painted a single figure of S. Sebastian, which is very beautiful, in a picture in the same church. For the altar of S. Maria Maddalena, in the Duomo of Ravenna, he painted a panel-picture in oils containing the single figure of that Saint; and below this, in a predella, he executed three scenes with very graceful little figures. In one is Christ appearing to Mary Magdalene in the form of a gardener, in another S. Peter leaving the ship and walking over the water towards Christ, and between them the Baptism of Jesus Christ; and all are very beautiful. For S. Giovanni Evangelista, in the same city, he painted two panel-pictures, one with that Saint consecrating the church, and in the other three martyrs, S. Cantius, S. Cantianus, and S. Cantianilla, figures of great beauty. In S. Apollinare, also in that city, are two pictures, highly extolled, each with a single figure, S. John the Baptist  and S. Sebastian. And in the Church of the Spirito Santo there is a panel, likewise by his hand, containing the Madonna placed between the Virgin Martyr S. Catharine and S. Jerome. For S. Francesco, likewise, he painted two panel-pictures, one of S. Catharine and S. Francis, and in the other Our Lady with S. James the Apostle, S. Francis, and many figures. For S. Domenico, in like manner, he executed two other panels, one of which, containing the Madonna and many figures, is on the left hand of the high-altar, and the other, a work of no little beauty, is on a wall of the church. And for the Church of S. Niccolò, a convent of Friars of S. Augustine, he painted another panel with S. Laurence and S. Francis. So much was he commended for all these works, that during his lifetime he was held in great account, not only in Ravenna but throughout all Romagna. Rondinello lived to the age of sixty, and was buried in S. Francesco at Ravenna."
