id,start_pos,end_pos,surface,entity,wb_id,score
44,1737,1748,s. antonino,Antoninus of Florence,Q773822,81.65572
44,1764,1772,florence,Florence,Q2044,82.065414
44,1778,1799,s. catharine of siena,Catherine of Siena,Q229190,80.041504
44,1794,1799,siena,Siena,Q2751,81.17523
44,1838,1846,s. lucia,Saint Lucy,Q183240,84.33285
44,2047,2053,france,France,Q142,82.726585
44,2118,2126,florence,Florence,Q2044,84.60086
45,60,76,lorenzo di credi,Lorenzo di Credi,Q8511,88.85318
45,776,805,church of s. felice in piazza,"San Felice, Florence",Q3585333,83.81142
45,846,855,camaldoli,Camaldoli,Q2019442,84.796036
45,888,894,christ,Jesus,Q302,82.08626
45,939,953,god the father,God the Father,Q186350,85.76488
45,987,993,saints,Saint,Q43115,81.97746
45,1011,1022,s. felicita,"Santa Felicita, Florence",Q1069665,86.48492
45,1114,1120,christ,Jesus,Q302,78.820854
45,1131,1137,maries,The Three Marys,Q3254109,79.34143
45,1160,1182,assumption of our lady,Assumption of Mary,Q162691,82.798
45,1194,1200,saints,Saint,Q43115,82.26123
45,1420,1426,saints,Saint,Q43115,81.44767
45,1480,1500,church of s. spirito,"Santo Spirito, Florence",Q1519975,85.9336
45,1554,1561,s. anne,Saint Anne,Q164294,81.45726
45,1578,1584,saints,Saint,Q43115,82.25929
45,1644,1663,s. john the baptist,John the Baptist,Q40662,84.90054
45,1728,1740,annunciation,Annunciation,Q154326,81.52254
45,1782,1787,prato,Prato,Q13377,82.64486
45,1812,1824,s. sebastian,Saint Sebastian,Q183332,82.85159
45,1906,1926,s. jacopo sopra arno,San Jacopo sopr'Arno,Q3670741,85.91704
45,1996,2004,s. james,"James, son of Zebedee",Q43999,79.52691
45,2077,2098,s. alessandro vitelli,Alessandro Vitelli,Q621395,84.20433
45,2139,2156,città di castello,Città di Castello,Q20413,83.78424
46,37,43,verona,Verona,Q2028,82.58847
46,226,230,rome,Rome,Q220,81.00815
46,413,418,order,Religious order,Q2061186,81.57557
46,640,644,rome,Rome,Q220,82.719765
46,736,743,orvieto,Orvieto,Q541,82.54975
46,908,922,monte fiascone,Montefiascone,Q176142,78.71552
46,1223,1239,monte fiascone—i,Montefiascone,Q176142,79.56379
46,1264,1272,petrucci,Petrucci family,Q15955030,83.54907
46,1288,1299,siena—which,Siena,Q2751,82.30921
46,1524,1540,pope clement vii,Pope Clement VII,Q83159,86.15082
46,1663,1668,italy,Italy,Q38,85.59649
46,1950,1955,parma,Parma,Q2683,83.959366
46,1960,1968,piacenza,Piacenza,Q13329,83.87149
46,2018,2022,rome,Rome,Q220,81.96532
47,161,167,verona,Verona,Q2028,82.17397
47,1009,1014,italy,Italy,Q38,84.44754
47,1267,1287,filippo brunelleschi,Filippo Brunelleschi,Q174330,85.205345
47,1300,1347,chapels of the temple of the angeli in florence,"Santa Maria degli Angeli, Florence",Q3275023,82.976
47,1339,1347,florence,Florence,Q2044,84.63489
47,1857,1861,rome,Rome,Q220,80.80815
48,20,26,cadore,Cadore,Q1025312,83.20099
48,62,67,piave,Piave (river),Q213462,83.21408
48,100,116,pass of the alps,Principal passes of the Alps,Q1829186,83.521614
48,112,116,alps,Alps,Q1286,87.19911
48,287,293,venice,Venice,Q641,82.24863
48,1008,1033,giorgione da castelfranco,Giorgione,Q8459,84.15747
48,1021,1033,castelfranco,Castelfranco Veneto,Q29352,82.186035
48,3065,3074,giorgione,Giorgione,Q8459,86.77301
48,3083,3092,pordenone,Il Pordenone,Q983352,82.79264
48,3120,3124,rome,Rome,Q220,79.078995
49,69,89,fondaco de' tedeschi,Fondaco dei Tedeschi,Q1259067,85.63105
49,140,147,tiziano,Titian,Q47551,79.06366
49,347,358,s. marcuola,San Marcuola,Q1585514,83.56024
49,407,412,egypt,Egypt,Q79,82.024895
49,981,990,ecce homo,Ecce homo,Q534805,80.05373
49,1028,1035,tiziano,Titian,Q47551,78.75828
49,1284,1302,emperor maximilian,"Maximilian I, Holy Roman Emperor",Q150726,86.10113
49,1336,1343,tiziano,Titian,Q47551,78.60361
49,1386,1399,angel raphael,Raphael (archangel),Q56951,82.364746
49,1505,1524,s. john the baptist,John the Baptist,Q40662,84.910286
49,1552,1558,heaven,Heaven,Q4489450,83.22754
49,1699,1719,fondaco de' tedeschi,Fondaco dei Tedeschi,Q1259067,85.32083
49,1779,1788,giorgione,Giorgione,Q8459,84.434715
49,2066,2077,grand canal,Grand Canal (Venice),Q309243,83.62258
49,2101,2110,giorgione,Giorgione,Q8459,84.868164
49,2141,2148,tiziano,Titian,Q47551,79.067924
50,0,21,andrea del verrocchio,Andrea del Verrocchio,Q183458,88.489334
50,682,688,andrea,Andrea del Verrocchio,Q183458,81.59376
50,1036,1044,florence,Florence,Q2044,81.93166
50,1578,1582,rome,Rome,Q220,82.982635
50,1669,1687,chapel of the pope,Sistine Chapel,Q2943,82.81354
50,1765,1776,pope sixtus,Pope Sixtus IV,Q163514,83.10719
51,60,68,florence,Florence,Q2044,81.517914
51,686,705,giuliano de' medici,Giuliano de' Medici,Q298877,82.2884
51,745,752,lorenzo,Lorenzo de' Medici,Q177854,82.925545
51,846,853,lorenzo,Lorenzo de' Medici,Q177854,83.27937
51,926,929,god,God,Q190,82.1673
51,1809,1816,lorenzo,Lorenzo de' Medici,Q177854,81.537445
51,2129,2137,florence,Florence,Q2044,84.73558
51,2160,2190,servite church of the nunziata,"Santissima Annunziata, Florence",Q2287001,83.290985
51,2313,2319,assisi,Assisi,Q20103,81.03346
51,2381,2399,lorenzo de' medici,Lorenzo de' Medici,Q177854,82.16159
51,2512,2518,assisi,Assisi,Q20103,82.82126
52,30,36,urbino,Urbino,Q2759,82.01972
52,72,91,sant'agnolo in vado,Sant'Angelo in Vado,Q493800,82.32679
52,566,580,pompeo da fano,Pompeo Morganti,Q23617752,83.54745
52,576,580,fano,Fano,Q13142,84.06146
52,1180,1184,rome,Rome,Q220,81.28947
52,1477,1492,perino del vaga,Perino del Vaga,Q918778,84.89776
52,1937,1941,rome,Rome,Q220,83.28347
53,274,286,pope paul iv,Pope Paul IV,Q101430,83.81355
53,390,403,pirro ligorio,Pirro Ligorio,Q736090,87.4468
53,504,510,urbino,Urbino,Q2759,81.75319
53,587,605,borgo san sepolcro,Sansepolcro,Q52098,82.707954
53,774,782,florence,Florence,Q2044,83.35408
53,1181,1187,christ,Jesus,Q302,80.49769
53,1223,1238,transfiguration,Transfiguration of Jesus,Q201201,84.02876
53,1244,1271,marriage of cana in galilee,Marriage at Cana,Q625140,84.04347
53,1256,1260,cana,Cana,Q431382,79.54605
53,1264,1271,galilee,Galilee,Q83241,81.52711
53,1281,1290,centurion,Centurion,Q26409,78.31351
53,1307,1313,christ,Jesus,Q302,80.84987
53,1370,1389,"orazio sammacchini,",Orazio Samacchini,Q2619534,82.86469
53,1438,1461,lorenzo costa of mantua,Lorenzo Costa,Q357807,81.52719
53,1455,1461,mantua,Mantua,Q6247,81.885826
53,1697,1702,moses,Moses,Q9077,81.976776
53,1707,1714,pharaoh,Pharaoh,Q37110,80.28687
53,2028,2033,angel,Angel,Q235113,80.64853
53,2060,2065,egypt,Egypt,Q79,80.837006
53,2341,2345,rome,Rome,Q220,82.95889
53,2361,2369,florence,Florence,Q2044,82.47924
53,2790,2802,pope pius iv,Pope Pius IV,Q161983,81.8263
53,2944,2953,caprarola,Caprarola,Q160262,86.141304
