id,start_pos,end_pos,surface,entity,wb_id,score
36,1516,1522,donato,Eugenio Donato,Q5408270,83.62843
36,1563,1568,nanni,Nanni,Q21157457,81.31031
36,1661,1668,consuls,Roman consul,Q40779,82.036934
36,1696,1702,donato,Leonardo Donato,Q250338,81.95221
37,28,33,s. lo,Nano Nagle,Q596669,82.3413
37,112,129,guild of farriers,Worshipful Company of Farriers,Q8037028,81.49842
37,158,163,nanni,Nanni,Q21157457,78.82625
37,257,262,s. lo,George St Lo,Q14949398,79.96994
37,324,329,nanni,Nanni,Q21157457,81.28634
37,531,536,nanni,Nanni,Q21157457,80.54372
38,381,386,palma,Palma de Mallorca,Q8826,79.526634
38,732,737,palma,Palma il Giovane,Q651795,79.28117
38,1220,1230,s. antonio,Anthony the Great,Q170547,82.49329
38,1293,1297,lido,Lido,Q1757063,82.41335
38,1309,1331,monks of monte oliveto,Territorial Abbey of Monte Oliveto Maggiore,Q1247143,83.62248
38,1318,1331,monte oliveto,San Marzano Oliveto,Q17862,82.240326
38,1427,1431,magi,Magi,Q876933,81.95751
39,68,78,rondinello,Rondinella,Q860892,80.72968
39,210,220,rondinello,Rondò,Q3941113,80.21709
39,430,444,duomo at forlì,Duomo,Q16966,79.5054
39,489,497,apostles,Apostles,Q15699988,83.42883
39,612,623,dead christ,The Dead Christ,Q7729284,81.3118
39,940,958,s. maria maddalena,Santa Maria Maddalena,Q1817386,82.08579
39,967,983,duomo of ravenna,Duomo,Q16966,80.3369
39,1015,1019,oils,Oil painting,Q174705,81.985016
39,1057,1062,saint,Saint,Q43115,80.438126
39,1385,1408,s. giovanni evangelista,"San Giovanni Evangelista, Venice",Q3585347,85.817795
39,1473,1478,saint,Saint,Q43115,80.69175
39,1610,1623,s. apollinare,Sant'Apollinare,Q117327,81.00218
39,1756,1783,church of the spirito santo,"Santo Spirito, Florence",Q1519975,83.8353
39,1839,1846,madonna,Madonna (art),Q926743,81.71057
39,1866,1892,virgin martyr s. catharine,Mary Magdalene,Q63070,81.225075
39,1912,1924,s. francesco,Francis of Assisi,Q676555,84.04178
39,1974,1986,s. catharine,Catharine Simonsen,Q4978686,77.57539
39,2020,2028,our lady,Our Lady of Guadalupe,Q31877,80.20323
39,2034,2054,s. james the apostle,"James, son of Zebedee",Q43999,83.09914
39,2090,2101,s. domenico,"San Domenico, Perugia",Q644828,81.77472
39,2178,2185,madonna,Madonna (art),Q926743,80.62564
39,2326,2346,church of s. niccolò,"San Niccolò, Osimo",Q25067153,83.59273
39,2431,2441,s. francis,St Francis (Francisco de Zurbarán),Q19947676,81.31476
39,2592,2602,rondinello,Rondinella,Q860892,79.68481
40,318,329,s. giovanni,San Giovanni,Q410977,82.2856
40,673,697,don lorenzo degli angeli,Cosmo D'Angeli,Q3695169,84.52323
40,699,704,parri,Parri,Q42589500,79.51351
40,1569,1574,parri,Parri,Q42589500,78.11059
40,2189,2194,parri,Parri,Q42589500,79.20403
41,11,76,audience chamber of the fraternity of s. maria della misericordia,Abbazia della Misericordia,Q1059409,85.06954
41,35,76,fraternity of s. maria della misericordia,Abbazia della Misericordia,Q1059409,84.8184
41,78,83,parri,Parre,Q101364,81.6691
41,94,101,madonna,Madonna (art),Q926743,82.30139
41,141,147,arezzo,Arezzo,Q13378,84.60913
41,293,300,braccio,Braccio da Montone,Q896536,79.29077
41,348,361,lazzaro ricco,Lazzaro,Q26775191,80.59886
41,481,486,god's,God,Q190,81.35205
41,567,574,madonna,Madonna (art),Q926743,83.524216
41,639,648,protector,Protector (title),Q7251389,81.94561
41,710,720,fraternity,Fraternity,Q996839,81.88347
41,763,768,parri,Ferruccio Parri,Q471315,80.54067
41,822,844,madonna with the child,Madonna (art),Q926743,83.20599
41,822,829,madonna,Madonna (art),Q926743,82.029724
41,942,955,s. laurentino,Lawrence Giustiniani,Q203814,80.52073
41,960,973,s. pergentino,Pacificus of San Severino,Q604158,80.27213
41,1132,1139,company,Company,Q783794,78.63329
41,1250,1257,forzore,Forgione,Q37503628,78.2261
41,1270,1275,parri,Parre,Q101364,79.6276
41,1317,1331,ss. laurentino,Camillo Laurenti,Q1029380,81.002365
41,1336,1346,pergentino,Decio Azzolino,Q1181870,79.74182
41,1433,1449,canto alla croce,"Santa Croce, Florence",Q51177,81.94161
41,1757,1768,borgo piano,San Giorgio di Piano,Q94988,80.49201
41,1836,1841,parri,Parri,Q42589500,79.48989
41,1917,1928,s. agostino,"Sant'Agostino, Massa Marittima",Q3672299,80.64441
41,1938,1963,company of the puraccioli,Max Maretzek Italian Opera Company,Q20858099,81.226685
41,2051,2069,church of muriello,Muriellos,Q1569393,82.212944
41,2089,2113,fraternity of the clerks,Brothers of Penitence,Q4975709,81.05249
41,2174,2185,s. domenico,"San Domenico, Perugia",Q644828,82.979385
41,2267,2287,chapel of s. niccolò,"Basilica of St. Michael, Bordeaux",Q2887024,84.04912
41,2312,2320,crucifix,Crucifix,Q20460,84.2384
42,25,31,heaven,Heaven,Q4489450,82.14134
42,309,335,raffaello sanzio da urbino,Raffaele Adorno,Q3928996,77.14798
42,758,781,michelagnolo buonarroti,Philippe Buonarroti,Q471346,82.98976
42,815,824,raffaello,Raffaello Romanelli,Q1283938,78.938934
42,1307,1316,raffaello,Raffaele Maiello,Q2662455,80.048645
42,1679,1698,raffaello da urbino,Raffaello Botticini,Q3417360,80.472946
42,1989,1998,raffaello,Raffaele de Ferrari,Q3417354,80.805756
42,2365,2373,giovanni,Giovanni,Q419336,79.51752
42,2495,2504,raffaello,Raffaele Maiello,Q2662455,81.32574
43,39,52,santi quattro,Quattordio,Q17650,77.67166
43,74,92,grand penitentiary,Apostolic Penitentiary,Q620144,82.324875
43,94,103,raffaello,Raffaello Romanelli,Q1283938,81.50606
43,259,283,blessed elena dall' olio,Donato Maria Dell'Olio,Q1894912,80.216515
43,401,410,raffaello,Raffaello da Montelupo,Q1370859,80.63546
43,1250,1258,apostles,Apostles,Q15699988,80.79614
43,1711,1720,raffaello,Raffaello Romanelli,Q1283938,82.623764
44,865,873,domenico,Giovanni Domenico Tiepolo,Q435316,79.60748
44,1032,1041,benedetto,Benedetto,Q418439,80.11412
44,1151,1156,david,David,Q41370,80.31371
44,1187,1195,domenico,Domenico della Rovere,Q676209,77.72688
44,1300,1309,benedetto,Benedetto da Maiano,Q675619,82.17447
44,1331,1339,domenico,Domenico Fontana,Q336806,79.98714
44,1500,1508,domenico,Domenico Caprioli,Q3743139,80.57597
44,1550,1559,niccolaio,Niccola Ricciolini,Q7024553,80.72858
44,1645,1650,saint,Saint,Q43115,80.9797
44,1678,1697,jacopo  del tedesco,Jacopo Coppi,Q5924566,84.22034
44,1703,1712,benedetto,Benedetto Buglioni,Q590255,79.672844
44,2096,2105,benedetto,Benedetto,Q418439,80.58007
45,34,41,ridolfo,Carlo Ridolfi,Q776990,84.38439
45,96,115,andrea del ceraiolo,Antonio del Ceraiolo,Q2857517,82.35935
45,124,131,michele,Michele da Verona,Q3311323,80.502304
45,231,238,michele,Michele da Verona,Q3311323,80.72601
45,270,277,ridolfo,Carlo Ridolfi,Q776990,82.73915
45,458,465,michele,Michele Ridolfi,Q3311313,79.99797
45,478,485,ridolfo,Ridolfi,Q37068447,83.93272
45,579,586,ridolfo,Ridolfi,Q37068447,81.34336
45,645,663,michele di ridolfo,Michele Ridolfi,Q3311313,82.1995
45,656,663,ridolfo,Ridolfi,Q37068447,82.119446
45,837,855,monks of camaldoli,Camaldoli,Q2019442,83.49352
45,899,907,our lady,Our Lady of Guadalupe,Q31877,79.29842
45,1109,1120,dead christ,Death of the Virgin,Q1245512,80.109795
45,1174,1182,our lady,Our Lady of Guadalupe,Q31877,79.28365
45,1210,1254,church of the nuns of s. jacopo delle murate,"Santa Maria della Luce, Rome",Q1071768,83.053925
45,1224,1254,nuns of s. jacopo delle murate,Sisterhood of St. John the Baptist,Q3940853,80.58378
45,1305,1333,bishop de' bonafè of cortona,Bonifacio Ferrero,Q2366800,84.0473
45,1347,1376,convent of the nuns of ripoli,Church of Madonna del Riposo (Alcamo),Q27312690,82.15143
45,1362,1376,nuns of ripoli,Ripoli (Corropoli),Q2267957,79.32077
45,1402,1410,our lady,Our Lady of Graces,Q1636804,80.79013
45,1436,1455,chapel of the segni,"Church of the Servi, Cesena",Q25112868,81.61002
45,1450,1455,segni,Segni,Q243458,78.60094
45,1544,1552,our lady,Our Lady of Guadalupe,Q31877,80.11431
45,1594,1613,company of the neri,Philip Neri,Q217791,79.006744
45,1677,1705,monachine in borgo s. friano,"Santa Caterina, Palermo",Q2222817,80.845726
45,1690,1705,borgo s. friano,San Gregorio Magno al Celio,Q748459,82.19746
45,1770,1787,s. rocco at prato,San Francesco al Prato Resurrection,Q3212610,82.0322
45,1802,1810,s. rocco,"San Rocco, Nepi",Q25231167,81.38238
45,1843,1851,our lady,Our Lady of Mercy with Saints and Angels,Q19947784,80.86754
45,1875,1897,company of s. bastiano,Bastianini,Q21493383,81.952415
45,1968,1976,our lady,Our Lady of Guadalupe,Q31877,80.24709
45,2023,2044,s. martino alla palma,Master of San Martino alla Palma,Q3843011,84.59257
45,2101,2108,s. anne,Anne,Q564684,80.68714
45,2199,2209,s. fiorido,"Fiorino, Montescudaio",Q18490194,79.82015
46,0,19,michele san michele,Michele di Pietro,Q2254609,82.85195
46,127,135,giovanni,Giovanni Sallustio Peruzzi,Q503332,77.599045
46,150,161,bartolommeo,Bartolommeo Genga,Q601390,81.96621
46,303,309,jacopo,Jacopo,Q12044861,80.49759
46,360,371,don camillo,Don Camillo,Q1239030,82.31645
46,379,392,canon regular,Canons regular,Q89566537,85.20157
46,397,404,general,Superior general,Q1337239,78.58918
46,1208,1239,s. domenico at monte fiascone—i,Panicale,Q20501,79.84547
46,1697,1717,antonio da san gallo,Giovanni Antonio Gallo,Q23612467,84.81868
46,1840,1860,states of the church,Papal States,Q170174,82.29143
46,2110,2117,michele,"Michele Antonio, Marquess of Saluzzo",Q3856501,80.025475
46,2122,2129,antonio,Antonio de' Medici,Q577162,79.63301
46,2162,2169,pontiff,Pontiff,Q13365614,83.194534
46,2185,2192,michele,Michele de Bologna,Q50052400,81.80197
47,0,7,michele,Michele,Q12901049,78.22373
47,238,261,chapel of the guareschi,San Gabriele Arcangelo all'Acqua Traversa,Q1083394,82.0749
47,252,261,guareschi,Giovannino Guareschi,Q378639,79.67693
47,265,278,s. bernardino,"San Bernardino, Ivrea",Q3669621,82.53737
47,1020,1027,michele,Michele da Verona,Q3311323,81.3357
47,1388,1395,michele,Michele Gordigiani,Q1567177,80.86744
47,1936,1943,michele,Michele da Verona,Q3311323,79.47034
47,2108,2115,michele,Jules Michelet,Q310791,79.25434
48,0,7,tiziano,Tiziano Maggiolini,Q7810536,78.86684
48,159,166,vecelli,Vecellio,Q56246399,79.23777
48,414,426,gian bellini,Giacinto Bellini,Q5557826,84.06803
48,696,708,gian bellini,Jacopo Bellini,Q313310,84.52452
48,923,930,tiziano,Tiziano Maggiolini,Q7810536,80.45583
48,3076,3081,palma,Palma il Giovane,Q651795,81.42789
49,10,19,giorgione,Giorgione,Q8459,85.31137
49,107,116,barberigo,Riccardo Drigo,Q545830,79.78713
49,195,203,merceria,"Mercers Hall, Gloucester",Q26561588,80.20151
49,311,329,m. andrea loredano,Anselmo Lorecchio,Q16909175,81.87828
49,387,412,our lady going into egypt,Mary of Egypt,Q237583,79.727234
49,387,395,our lady,Our Lady of Guadalupe,Q31877,79.47797
49,501,508,tiziano,Tiziano Maggiolini,Q7810536,77.79288
49,842,860,m. giovanni d'anna,Don Giovanni de' Medici,Q1587522,78.96042
49,1124,1132,our lady,Our Lady of Guadalupe,Q31877,78.65431
49,1405,1411,tobias,Tobias,Q4928115,80.73374
49,1429,1452,church of s. marziliano,San Zulian,Q1251035,81.992744
49,1829,1836,tiziano,Tiziano Maggiolini,Q7810536,80.08972
49,1892,1901,giorgione,Giorgione,Q8459,82.34715
49,2013,2021,merceria,"Mercers Hall, Gloucester",Q26561588,78.988174
49,2331,2338,tiziano,Tiziano (disambiguation),Q5994075,76.35797
50,1014,1044,s. maria del fiore at florence,"San Felice, Florence",Q3585333,85.4684
50,1376,1394,guild of merchants,Guild of Saint Luke,Q1110992,80.21614
50,1453,1464,s. giovanni,Giovanni di Giovanni,Q36449,80.741394
50,1618,1626,apostles,Apostles,Q15699988,82.01486
50,1683,1687,pope,Pope,Q19546,80.47553
50,1786,1792,andrea,Andrea Cornaro (cardinal),Q352258,80.68489
51,391,397,andrea,Andrea da Firenze,Q1151313,79.323715
51,451,457,andrea,Andrea da Firenze,Q1151313,79.64629
51,496,502,orsino,Orsino Orsini,Q11799329,79.97125
51,773,791,s. maria del fiore,"San Felice, Florence",Q3585333,82.72321
51,961,967,orsino,Orsino Orsini,Q11799329,80.29376
51,1066,1072,andrea,Andrea Andreani,Q493332,78.383575
51,1674,1704,church of the nuns of chiarito,Santa Chiara a Vigna Clara,Q3672978,83.82271
51,1688,1704,nuns of chiarito,Sisters of Loreto,Q17052262,79.82876
51,1712,1727,via di s. gallo,Via Cristoforo Colombo,Q4010597,84.40317
51,1745,1753,crucifix,Crucifix,Q20460,83.80204
51,2288,2319,s. maria degli angeli at assisi,Santa Maria degli Angeli (Assisi),Q938802,86.4962
51,2343,2350,madonna,Madonna (art),Q926743,82.1915
51,2487,2495,s. maria,Santa Maria degli Angeli (Assisi),Q938802,81.63306
51,2534,2546,s. francesco,Francis of Assisi,Q676555,84.75893
51,2601,2607,cosimo,Cosimo de' Medici,Q48544,82.31762
51,2703,2717,servite church,"Servite Church, Vienna",Q2274285,81.740974
51,2737,2743,orsino,Pier Francesco Orsini,Q1851366,78.10071
52,0,15,francesco maria,"Francesco Maria II della Rovere, Duke of Urbino",Q1441126,80.95596
52,109,114,state,Papal States,Q170174,79.61783
52,173,191,ottaviano zucchero,Ottaviano Nelli,Q3357727,81.50558
52,234,240,taddeo,Taddeo,Q1589511,81.330185
52,540,549,ottaviano,Ottaviano de' Medici,Q3887191,81.516045
52,639,647,pompeo's,Pomponio Amalteo,Q598960,79.271904
52,667,673,taddeo,Taddeo di Bartolo,Q740231,82.005325
52,713,724,sant'agnolo,D'Agnolo,Q5203044,78.7344
52,1399,1408,francesco,Francis of Assisi,Q676555,81.08231
52,1417,1428,sant'agnolo,D'Agnolo,Q5203044,80.03556
52,1637,1646,francesco,Francesco d'Este (1516–1578),Q3803992,81.19855
53,27,42,cardinal emulio,Marcantonio Amulio,Q1229030,81.343124
53,56,60,pope,Pope,Q19546,82.63017
53,232,241,belvedere,Belvedere (structure),Q816265,81.577126
53,484,510,federigo barocci of urbino,Gregorio Barbarigo,Q558136,82.27945
53,542,556,leonardo cungi,Leonardo Carboni,Q6525941,81.5265
53,561,577,durante del nero,Durante Duranti,Q3041529,81.10826
53,749,759,santi titi,Filippo Titi,Q5448740,81.85268
53,892,909,federigo zucchero,Gianfrancesco Penni,Q2327761,80.254326
53,926,932,taddeo,Taddeo d'Este,Q3980052,82.448074
53,942,971,sclavonian giovanni dal carso,Jan Roos (painter),Q3806927,81.39031
53,1472,1489,federigo zucchero,Giuseppe Cesari,Q933026,79.20218
53,1623,1632,belvedere,Belvedere (structure),Q816265,81.958084
53,1832,1840,federigo,Federigo Rossano,Q3741885,80.650986
53,1876,1907,reverend don vincenzio borghini,Pope Gregory XVI,Q43734,80.48572
53,2007,2015,federigo,Federigo Rossano,Q3741885,80.25258
53,2232,2240,federigo,Federigo Fregoso,Q2345167,79.24226
53,2722,2730,federigo,Federigo Rossano,Q3741885,81.08474
53,2746,2765,office of the ruota,Palazzo Rucellai,Q923702,80.532906
53,2834,2841,justice,Justice (virtue),Q6316865,79.27398
53,2846,2852,equity,Justice (virtue),Q6316865,79.33944
53,2900,2906,taddeo,Giuseppe Taddei,Q471393,80.64761
53,2972,2983,s. marcello,"San Marcello, Marche",Q124815,83.51851
